A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,D
10,7,11,9,8,10,7,10,5,3,8,7,7,11,11,7,O
8,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,I
7,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,E
8,3,8,5,6,6,7,7,3,5,6,7,10,4,10,8,E
8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,I
4,10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,T
8,1,0,2,0,0,7,14,1,4,7,10,8,0,8,0,T
8,9,13,9,7,4,6,10,4,3,8,8,5,5,12,3,V
8,2,8,4,6,1,9,8,4,2,6,13,8,3,10,0,V
10,3,4,4,5,3,8,8,6,2,5,7,10,3,9,5,Q
8,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,O
8,2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,T
9,4,7,6,5,5,8,8,6,5,9,5,4,5,8,5,D
7,6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,M
8,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,E
8,3,8,3,6,3,7,7,12,1,6,6,8,5,8,0,N
10,7,10,9,8,12,8,6,5,4,8,6,8,7,8,15,S
8,5,10,7,8,3,8,3,2,8,9,2,9,1,6,3,L
8,3,6,4,4,2,7,6,8,5,7,5,9,3,8,3,O
7,4,8,5,9,6,8,8,5,2,7,9,10,3,9,5,Q
11,6,9,7,11,9,8,4,8,4,6,5,7,5,8,7,Q
6,4,8,5,6,5,8,5,11,1,6,9,8,8,5,1,M
9,4,7,7,5,3,10,6,1,8,10,3,7,2,8,3,X
6,5,8,7,6,5,8,6,6,6,6,7,6,9,7,3,M
8,8,10,7,7,3,3,12,4,4,10,12,8,3,10,1,V
6,2,4,3,3,1,4,4,4,7,2,2,6,0,7,1,L
5,3,4,4,2,1,5,12,2,7,11,9,4,1,10,2,T
7,4,4,5,3,3,4,11,3,2,9,9,7,6,11,1,W
8,4,4,4,6,2,7,7,4,14,9,6,8,0,8,8,Z
8,4,6,5,4,4,9,7,4,6,10,4,5,3,8,3,D
9,2,1,3,3,3,7,6,7,3,7,7,10,6,5,1,M
8,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,Y
6,3,7,3,5,1,1,14,5,3,12,9,5,0,8,2,F
8,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,X
6,4,11,6,8,7,8,7,5,6,7,7,4,3,8,3,D
8,3,5,6,4,4,9,7,4,7,10,4,6,2,8,3,D
8,2,5,3,3,2,7,7,8,4,7,6,8,2,8,3,O
4,4,9,6,6,5,9,8,3,4,8,4,6,4,8,5,J
8,2,0,2,1,1,8,7,7,5,7,6,8,2,8,3,O
6,7,7,7,5,4,4,10,3,3,10,9,8,7,11,2,W
5,7,7,9,10,9,10,12,6,4,6,7,6,5,10,8,Y
8,4,11,6,8,2,9,10,1,3,6,12,8,1,11,0,Y
5,5,11,8,8,8,9,7,5,5,6,7,5,10,8,3,M
10,5,9,6,6,4,7,6,7,7,7,5,12,2,8,5,G
8,3,4,5,3,2,10,2,2,1,9,2,9,2,6,2,A
7,1,3,3,2,1,8,7,2,9,11,6,9,1,8,5,Z
5,5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,S
8,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,E
8,2,1,3,2,1,8,8,4,0,7,8,8,6,10,0,W
6,2,8,3,6,2,9,6,3,6,11,4,9,1,6,2,J
9,6,9,8,6,8,6,6,6,5,7,7,11,11,5,2,M
8,4,8,6,6,4,8,7,1,8,10,4,7,3,8,3,X
8,1,3,2,1,1,11,3,3,2,10,2,9,1,6,1,A
10,4,11,6,8,8,7,7,6,5,7,6,6,3,8,6,B
11,6,8,8,6,7,9,8,3,7,9,3,8,4,5,4,R
8,4,8,5,6,3,8,7,8,7,7,6,2,3,8,4,D
8,5,10,6,8,4,6,6,2,7,7,6,10,0,9,4,I
7,2,3,3,1,1,4,12,3,2,10,11,7,2,11,1,V
9,5,9,6,7,3,5,8,7,8,7,8,14,2,9,4,C
9,4,6,5,4,3,8,6,2,10,12,5,10,1,9,6,Z
4,3,10,5,8,5,8,7,2,5,11,5,9,5,6,3,J
9,7,12,6,7,3,10,4,4,4,10,3,6,4,7,5,G
6,5,10,7,7,5,6,9,6,5,7,7,8,6,9,2,N
7,2,3,4,2,2,6,8,1,6,10,6,8,3,8,2,K
8,2,0,2,1,1,8,7,6,4,6,6,8,2,8,3,Q
6,7,10,7,5,3,3,9,2,1,9,10,8,8,12,1,W
9,4,7,5,5,2,6,11,3,4,8,12,8,2,10,1,V
8,3,3,6,2,3,8,7,3,6,10,5,8,3,8,3,H
10,5,8,8,7,7,10,7,4,4,10,2,8,5,5,4,K
6,5,10,5,5,3,7,8,3,4,10,6,7,4,8,7,F
6,5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,T
10,5,8,7,6,6,8,5,7,5,7,6,6,4,8,6,P
4,6,11,9,8,7,2,9,2,7,10,12,12,5,6,4,K
7,3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,N
8,2,8,4,6,3,11,3,3,3,10,2,9,2,6,3,A
8,3,8,4,6,3,7,8,7,5,9,8,8,3,8,3,O
9,1,0,1,0,1,7,7,6,4,7,6,7,1,8,6,B
8,7,13,6,7,3,7,4,3,6,11,4,13,2,7,6,L
5,5,8,7,6,4,6,9,3,10,11,9,5,1,8,6,Z
11,4,4,5,6,3,7,5,7,8,6,5,8,2,8,6,G
7,3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,N
10,3,6,4,4,2,6,7,6,7,7,6,12,1,8,4,C
6,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,U
8,4,5,5,7,2,5,15,1,6,9,11,7,0,8,0,T
6,7,11,8,8,4,2,10,5,8,11,11,11,1,8,2,C
10,4,10,5,7,4,5,6,6,5,9,8,11,2,9,4,G
7,3,7,5,5,7,9,8,4,3,6,7,7,5,11,7,B
8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,I
6,4,5,6,4,4,7,6,5,5,8,5,8,3,7,5,O
7,3,3,4,4,2,8,8,6,8,5,6,7,0,8,9,S
8,8,12,6,6,5,8,8,4,3,9,5,6,4,9,9,G
11,5,8,7,7,7,7,7,2,4,8,4,8,6,4,9,K
13,6,9,7,10,8,9,9,6,3,4,8,11,5,9,9,Q
7,4,9,6,6,4,8,9,9,6,8,5,5,3,7,3,N
7,4,4,6,6,2,6,7,3,0,6,0,8,2,7,1,A
6,2,3,4,1,2,4,9,2,6,10,9,10,3,8,2,K
5,3,4,4,3,2,5,12,3,7,11,9,4,1,11,2,T
7,4,9,5,7,4,7,8,3,13,8,6,8,0,8,8,Z
5,7,8,7,6,5,7,10,3,7,10,9,5,4,11,5,T
10,2,3,3,4,3,9,8,6,1,5,7,10,2,10,5,Q
6,5,8,7,6,5,5,8,3,6,10,8,9,3,8,3,H
7,4,10,6,8,7,8,7,5,7,6,5,6,6,8,3,D
7,2,4,4,3,3,7,7,3,5,10,6,8,3,8,2,H
6,2,4,3,3,2,7,8,5,4,7,7,7,4,8,1,N
6,4,8,5,6,5,4,10,2,5,10,10,6,1,10,3,F
8,4,3,6,5,3,5,8,5,1,7,8,8,8,9,0,W
7,5,9,6,5,4,8,7,3,5,10,4,8,5,7,4,H
10,5,7,4,10,4,9,5,5,5,11,5,7,3,9,8,Z
9,6,11,9,8,6,7,6,2,7,10,5,9,4,7,5,K
5,6,9,6,4,3,6,6,4,4,9,9,6,4,10,3,Y
8,4,4,5,6,3,5,6,10,9,5,5,5,3,8,4,D
8,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,O
4,4,7,6,5,5,9,9,5,4,6,5,7,3,9,9,Z
8,2,2,3,3,1,5,12,3,3,9,11,9,2,10,1,V
6,4,11,5,8,2,1,11,5,7,12,12,10,0,8,2,F
8,5,11,8,8,4,8,8,1,8,10,5,7,3,8,4,X
7,6,11,8,8,5,10,8,3,5,9,3,5,6,9,1,N
8,2,2,2,3,2,8,7,7,5,7,6,8,2,9,8,S
12,3,5,5,4,5,7,6,4,3,7,6,9,5,10,7,E
8,1,3,3,2,1,6,10,3,3,12,6,4,0,9,2,P
5,5,6,6,8,7,6,9,3,2,8,8,6,5,10,5,P
8,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,X
8,5,8,5,6,3,4,8,5,7,11,10,13,1,9,3,C
7,5,11,5,9,6,7,7,13,1,6,6,8,5,9,0,N
8,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,V
8,4,11,7,8,4,7,10,1,7,6,12,9,1,11,2,Y
6,5,8,7,6,8,7,7,7,5,7,5,8,7,9,8,M
4,4,6,4,4,1,3,11,3,7,11,11,5,1,11,2,Y
8,2,3,3,2,1,7,10,4,4,12,5,3,1,10,2,P
9,5,10,7,8,5,8,4,1,7,9,2,9,1,6,3,L
6,5,6,6,7,6,7,9,6,6,7,6,9,5,8,8,F
4,3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,A
8,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,L
5,6,9,9,7,4,3,8,4,8,12,12,12,3,8,4,K
5,4,10,4,7,2,1,14,5,4,13,10,5,0,8,2,F
9,3,5,5,7,4,10,11,3,2,7,8,8,3,10,7,H
8,4,9,5,7,5,8,7,5,9,7,5,7,1,7,7,Z
7,2,7,4,5,3,10,3,1,2,7,3,9,1,5,1,A
8,5,7,6,5,4,8,6,3,7,10,7,9,2,10,5,S
8,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,I
8,3,8,5,6,5,9,7,2,5,7,5,6,3,9,6,X
9,4,4,5,7,2,7,6,7,10,9,5,13,1,10,4,C
7,5,7,7,6,8,6,8,5,3,6,5,8,10,8,5,M
7,1,3,3,2,1,5,11,3,4,12,7,5,1,9,1,F
12,4,6,6,8,4,13,4,3,7,10,2,7,2,7,5,Z
8,5,11,8,8,5,6,7,2,7,10,7,10,4,8,4,K
9,8,14,7,8,4,8,6,4,10,10,3,10,3,6,9,Q
7,2,4,3,3,1,5,9,5,6,12,9,10,1,10,2,C
6,3,6,4,4,3,7,9,6,4,7,6,6,5,9,1,N
8,7,10,9,8,8,9,6,2,5,9,5,7,9,8,2,M
9,2,3,3,3,2,8,7,6,3,6,6,9,2,8,5,Q
7,6,9,6,4,2,5,12,5,2,11,7,4,3,11,2,V
8,2,2,3,3,2,7,7,3,9,6,6,10,2,8,6,X
10,4,9,4,4,3,10,6,3,4,9,4,8,6,7,7,B
9,3,6,4,4,3,8,5,2,5,6,7,8,2,9,8,X
7,5,10,7,8,7,10,11,2,2,5,8,8,8,13,2,W
8,4,9,4,7,2,0,1,4,6,1,0,7,0,8,0,L
8,2,3,3,4,1,10,14,1,6,4,11,9,0,8,0,T
8,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,P
8,3,3,3,4,2,3,8,6,9,7,6,14,0,8,7,E
7,4,11,6,8,5,7,7,8,7,7,6,4,3,8,3,D
7,3,8,4,6,4,6,7,3,7,8,6,9,0,9,9,Z
8,11,14,9,8,4,8,9,6,5,7,10,5,7,13,3,V
8,3,4,5,6,1,7,10,1,3,7,12,8,1,11,0,Y
8,2,3,3,4,1,14,2,6,5,13,2,10,0,8,0,J
6,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,I
8,1,1,2,1,1,8,7,7,4,7,6,8,2,8,3,O
8,2,6,2,4,0,0,2,5,6,0,0,7,0,8,0,L
7,6,10,6,5,4,8,5,5,5,6,8,7,4,9,3,U
8,7,9,10,7,8,6,8,2,6,10,7,8,5,9,4,H
10,3,9,4,6,2,7,7,8,7,5,6,11,2,7,5,G
8,4,8,6,6,6,8,7,6,5,9,7,6,3,8,7,B
9,5,12,4,6,3,6,9,4,4,10,6,9,3,8,7,E
10,2,2,3,3,2,7,7,5,7,7,6,9,2,8,5,E
7,5,7,7,9,6,9,8,5,5,6,5,8,3,8,9,J
6,5,8,8,6,5,6,8,4,7,10,9,9,4,9,4,H
7,5,10,5,8,4,3,11,2,3,9,11,8,3,10,1,V
7,3,9,5,7,4,12,3,2,2,10,2,9,2,6,3,A
10,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,K
8,3,8,4,6,2,10,6,1,6,13,3,7,0,7,0,J
6,4,5,5,4,3,4,10,3,2,9,9,7,6,11,1,W
8,6,10,6,8,4,2,11,2,3,10,11,8,2,10,1,V
9,2,4,4,3,2,7,11,5,2,11,5,3,1,10,2,P
9,4,3,4,5,3,6,9,8,7,7,5,6,2,8,9,B
11,4,9,4,6,3,5,11,8,4,7,4,9,3,7,6,R
7,2,5,4,3,2,9,5,4,5,14,6,11,1,6,0,J
9,2,3,2,2,2,7,8,5,5,7,5,6,2,8,5,B
8,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,I
8,5,8,5,6,5,8,5,11,0,7,8,8,7,5,0,M
8,3,4,5,3,2,9,6,1,8,10,4,7,2,8,3,X
9,7,8,9,6,6,10,5,3,5,9,3,6,10,6,2,M
8,2,2,3,3,2,7,7,8,4,7,7,8,2,8,3,O
8,3,6,4,4,3,7,8,7,5,8,8,6,3,8,3,O
8,2,6,4,4,0,9,10,2,2,6,12,8,1,11,0,Y
9,5,9,7,7,5,8,4,1,8,9,2,10,1,6,3,L
10,2,1,3,2,1,6,8,6,7,7,8,12,1,9,4,C
9,5,10,5,8,7,7,8,8,6,8,6,7,2,8,8,B
7,3,5,6,4,2,6,11,2,6,13,7,4,1,10,2,F
8,3,6,4,4,4,7,8,4,6,6,5,7,3,7,5,R
9,2,2,3,3,2,7,7,5,5,6,6,6,2,8,5,B
11,9,10,7,6,4,7,8,5,5,9,4,9,7,5,6,R
7,4,7,4,5,2,3,8,5,7,11,11,12,1,8,2,C
8,4,9,5,7,4,7,6,8,4,7,5,9,3,8,3,O
8,5,9,8,6,8,8,7,4,2,7,8,8,5,10,4,V
8,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,Z
9,1,0,1,0,1,5,7,5,7,7,6,12,0,8,6,E
8,4,7,4,5,4,8,7,7,4,9,5,8,3,8,3,O
6,5,9,5,4,2,9,11,5,3,5,6,9,5,11,2,N
6,4,7,6,6,5,6,4,4,4,5,3,7,3,6,5,Q
9,7,11,5,6,3,7,3,2,5,7,2,7,3,7,5,S
8,3,6,4,4,4,7,8,5,3,6,6,10,3,8,6,G
5,4,7,5,5,3,6,4,5,9,2,2,4,1,6,2,L
4,8,11,8,8,5,7,11,4,8,12,9,4,2,12,4,T
7,2,4,3,3,1,4,8,4,7,10,9,13,1,8,2,C
11,4,9,6,7,4,9,8,3,6,9,3,8,3,6,4,R
6,8,11,6,15,5,4,11,2,4,11,10,6,4,10,6,Y
8,4,5,5,4,3,6,8,6,7,7,9,10,3,9,1,U
10,2,3,4,2,1,9,7,3,7,11,4,8,1,8,4,S
9,6,8,9,6,5,7,5,2,8,10,4,10,5,5,5,K
8,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,X
5,5,7,8,5,5,3,8,2,7,10,11,11,3,7,3,K
10,3,2,4,3,3,7,7,5,6,6,6,6,2,8,7,B
12,6,9,6,5,4,12,4,3,5,10,3,8,3,9,6,Q
8,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,I
8,5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,M
9,4,10,6,8,6,7,7,6,6,7,6,7,3,7,5,R
8,2,4,3,2,2,7,7,7,4,9,6,8,2,8,3,O
7,4,6,5,4,4,7,9,3,6,8,8,4,1,10,4,P
6,6,10,8,8,9,8,7,5,5,6,7,7,11,7,4,M
7,6,8,7,10,6,8,6,7,4,8,7,11,4,9,7,Q
12,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,Y
8,3,5,5,4,3,9,6,4,6,10,4,6,2,8,3,D
7,4,7,5,5,2,7,7,3,6,15,6,10,1,6,1,J
8,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,Z
8,4,7,5,5,2,9,5,3,7,15,4,9,0,7,0,J
10,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,B
9,4,7,6,5,6,6,6,5,5,7,7,11,10,5,2,M
8,2,6,4,4,2,8,7,2,9,11,5,9,1,8,5,Z
5,5,9,6,6,4,6,7,4,7,10,10,9,2,9,5,S
9,5,8,6,6,5,6,6,6,6,6,5,8,5,8,4,L
8,6,10,8,8,6,5,6,1,7,10,8,10,3,8,4,K
8,2,7,4,5,3,6,7,7,9,8,8,9,2,9,6,E
7,3,9,5,7,5,6,9,4,5,9,8,4,1,10,4,P
8,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,A
7,4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,T
8,4,10,6,8,4,9,14,0,5,6,10,8,0,8,0,T
7,4,10,5,8,5,5,6,6,4,8,7,12,4,8,6,G
10,5,10,6,7,7,8,7,7,4,8,5,7,4,7,7,R
8,5,9,8,7,7,12,6,2,4,9,2,6,8,6,2,M
11,5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,I
8,5,8,7,6,4,5,9,6,7,8,10,10,3,9,1,U
9,2,3,4,1,2,10,6,3,6,10,3,6,2,8,2,D
7,3,5,6,4,3,5,8,2,7,10,9,10,3,8,3,K
10,2,4,3,2,2,5,7,4,7,7,7,11,3,9,5,K
8,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,Z
7,3,4,6,3,3,7,7,3,6,10,6,8,3,8,3,H
8,5,8,5,6,4,7,7,8,5,10,7,8,3,8,4,O
11,6,6,7,8,3,8,5,8,9,6,5,10,2,8,6,G
4,7,9,7,7,3,5,12,3,10,12,10,3,1,11,3,T
9,3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,T
6,6,9,8,7,5,5,7,3,7,10,9,10,3,8,4,H
11,1,0,1,0,0,5,7,7,1,7,6,11,2,8,2,K
4,7,11,7,8,6,6,12,5,5,11,8,4,3,12,2,T
7,4,8,6,6,3,9,3,2,3,8,1,8,2,6,3,A
8,1,3,2,1,0,9,5,3,5,14,6,11,0,7,0,J
8,2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,T
5,7,11,6,6,3,5,8,3,9,10,9,10,4,7,4,X
9,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,T
11,4,8,4,5,2,5,12,8,4,7,3,9,3,7,6,R
7,9,10,6,14,6,8,4,5,4,12,7,9,3,8,12,Z
9,3,7,4,6,3,8,7,7,4,6,6,9,2,8,4,Q
8,4,8,6,6,4,6,7,2,6,10,7,10,3,8,3,K
8,6,10,7,8,3,7,9,9,9,7,8,8,3,8,4,O
9,6,11,6,8,5,5,6,5,5,9,8,11,2,9,4,G
6,3,5,5,7,4,9,5,4,4,7,3,6,2,8,7,Z
8,3,7,4,5,2,7,6,5,9,5,6,10,0,9,9,S
8,5,10,5,5,2,7,7,3,4,13,7,9,2,9,3,S
8,2,1,2,1,0,7,10,3,1,7,12,8,1,11,0,Y
7,5,7,7,5,3,7,10,2,7,14,5,4,2,9,4,F
8,2,4,4,3,1,9,6,3,6,14,5,10,0,7,0,J
12,7,13,7,7,4,10,4,3,6,10,2,7,5,7,4,D
10,3,6,4,4,3,8,7,2,6,11,6,9,3,8,4,E
9,4,6,5,4,3,9,11,3,1,4,10,9,3,11,4,V
8,5,11,7,8,9,7,6,7,4,7,5,8,6,10,7,M
8,3,10,5,8,4,11,3,2,2,9,2,9,3,5,3,A
8,2,8,2,6,1,15,3,5,5,13,0,8,0,7,0,J
7,6,8,8,7,8,5,10,4,5,8,7,9,4,10,9,E
5,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,U
8,7,14,5,8,4,5,8,7,4,10,8,9,5,10,5,O
8,3,7,4,4,2,7,6,14,1,7,7,8,3,8,0,H
11,5,11,5,6,4,9,5,4,7,11,4,8,3,8,8,Q
6,4,7,6,5,4,7,9,6,5,7,6,6,6,9,1,N
7,4,9,6,7,3,6,12,3,8,8,12,8,1,11,1,T
9,3,6,4,4,4,7,7,5,8,7,7,9,3,8,6,E
7,5,11,7,8,5,8,7,2,9,12,6,7,1,7,6,Z
8,3,9,4,6,2,0,2,4,6,1,0,8,0,8,0,L
8,4,10,6,8,10,9,8,4,4,6,7,8,9,7,8,U
9,5,11,7,8,6,7,8,8,7,7,7,4,4,7,5,D
10,7,10,5,5,2,6,11,5,4,11,9,4,4,11,3,V
6,2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,A
8,4,4,5,6,2,7,7,8,8,6,5,7,3,8,4,O
5,4,11,5,8,4,3,11,3,7,11,10,6,1,10,3,F
11,4,7,6,5,4,9,6,1,7,11,4,8,3,8,4,E
9,3,6,4,4,4,8,7,4,5,9,5,6,2,8,5,B
8,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,U
4,7,10,9,8,7,4,9,4,8,12,10,9,3,8,5,E
5,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,F
7,6,10,8,8,4,9,7,4,8,11,7,8,2,10,5,S
9,9,13,6,7,3,8,7,7,7,11,5,8,2,9,5,C
8,2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,I
10,4,9,5,8,6,7,6,5,4,7,7,8,2,9,7,L
7,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,H
10,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,C
8,4,8,6,6,3,6,6,6,7,7,5,9,3,10,4,G
3,7,8,10,7,11,8,7,5,5,7,6,7,14,8,7,M
6,5,10,7,8,6,4,10,2,6,11,10,6,1,10,3,F
5,7,9,10,7,5,5,9,2,8,10,9,10,3,8,4,K
8,3,8,5,6,1,4,10,3,2,9,13,8,2,11,0,Y
7,7,10,9,8,5,7,8,3,10,12,7,7,1,8,6,Z
8,3,5,5,7,1,6,15,1,6,8,11,7,0,8,0,T
7,5,9,7,6,6,7,7,6,6,7,5,8,6,7,3,N
8,6,9,7,11,7,8,7,7,4,9,7,9,3,8,6,Q
9,2,1,2,2,1,7,7,6,5,6,6,9,2,9,4,G
8,4,10,5,8,6,7,6,10,0,7,8,8,7,5,0,M
8,3,2,4,3,3,5,11,2,2,8,9,9,6,11,0,W
6,5,9,5,7,3,4,10,7,8,13,10,8,2,10,2,C
7,4,9,6,8,6,7,9,4,7,7,8,8,3,12,10,T
11,5,11,7,8,6,8,8,5,6,9,4,8,3,7,5,R
9,3,9,5,6,3,8,3,0,8,10,3,11,0,7,2,L
10,5,9,7,6,5,9,6,1,6,10,4,8,3,8,4,K
8,2,3,3,2,1,8,8,5,6,5,9,8,3,10,0,U
9,3,2,4,4,3,5,7,4,7,7,6,11,3,8,5,K
7,2,6,3,4,1,8,7,3,6,15,5,9,1,6,1,J
8,3,5,4,3,3,7,7,7,5,9,6,8,2,8,3,O
7,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,M
7,2,6,3,4,1,10,7,1,6,12,3,7,0,7,0,J
11,5,11,6,8,3,5,10,9,4,7,4,8,3,7,6,R
8,4,10,5,7,4,8,10,0,8,6,11,8,0,10,1,T
11,3,7,4,5,2,8,7,8,7,6,6,9,2,7,5,G
11,6,10,9,8,7,10,6,2,7,11,5,8,6,8,6,E
10,2,1,3,2,1,6,7,6,7,8,7,13,1,9,4,C
8,4,4,6,6,1,10,8,5,3,5,14,8,3,9,0,V
5,3,7,4,5,2,5,4,4,9,3,2,6,1,6,2,L
8,1,3,3,2,2,8,8,2,5,10,6,6,2,8,4,B
11,4,10,5,7,4,7,7,7,6,6,5,8,1,7,6,G
8,3,3,3,4,2,5,7,10,8,7,6,6,3,8,4,D
8,6,7,9,5,6,5,7,3,4,10,10,10,10,6,4,M
8,2,6,3,4,2,11,3,2,2,9,2,9,2,6,2,A
6,6,7,8,9,9,6,8,4,3,9,8,6,6,11,6,P
5,3,3,3,2,1,5,12,3,5,11,9,4,2,11,1,T
8,2,3,4,2,2,7,7,2,7,11,6,9,2,8,4,E
8,3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,H
7,3,3,4,2,1,5,12,2,2,9,11,7,3,12,1,V
7,2,3,2,2,1,4,8,4,6,11,10,11,1,9,2,C
6,7,10,7,5,4,6,9,3,7,11,10,8,4,14,4,X
10,4,10,6,9,5,8,6,4,4,6,7,8,3,9,8,L
10,4,6,5,4,5,8,7,6,3,8,5,7,4,7,7,R
9,3,5,3,6,4,8,9,5,1,6,7,11,2,9,5,Q
10,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,K
6,6,11,5,6,3,7,9,2,6,11,6,5,2,10,5,F
10,3,5,4,6,4,8,7,7,2,5,5,10,3,9,4,Q
10,9,11,7,6,4,10,6,6,5,11,2,8,6,6,5,R
6,5,6,6,4,2,4,8,5,8,11,11,9,3,9,1,U
7,3,2,4,3,2,7,7,6,7,6,6,5,2,8,3,D
6,2,4,2,3,1,4,4,4,8,2,1,6,0,7,1,L
10,3,6,6,4,3,9,7,4,8,11,3,7,1,8,5,S
13,4,7,6,5,7,8,6,4,2,7,6,9,6,8,7,G
8,4,6,6,6,4,7,5,4,4,8,3,7,3,7,4,O
8,2,2,4,3,1,7,12,2,3,6,11,9,2,11,1,V
6,1,3,3,2,1,7,9,3,7,10,7,6,1,8,4,S
6,6,11,7,8,5,5,8,7,6,8,8,15,4,9,6,C
8,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,L
8,5,11,6,9,6,8,7,8,5,7,6,7,2,8,9,S
7,5,10,5,5,3,5,7,3,7,12,8,11,2,8,6,L
11,5,11,5,8,5,7,9,10,7,8,5,6,2,8,10,B
8,5,10,6,8,5,7,8,8,5,10,8,8,3,8,3,O
8,2,3,2,1,1,8,8,6,5,7,5,7,2,8,8,S
8,3,6,4,4,3,7,8,12,1,7,4,8,3,8,0,H
9,7,10,10,7,9,9,7,3,6,10,4,7,3,8,3,H
10,6,13,5,7,3,10,4,5,5,10,3,10,4,5,4,S
8,5,11,8,8,2,8,8,5,3,6,14,8,3,9,0,V
7,5,9,7,6,4,7,7,9,4,7,6,8,3,8,3,O
8,3,9,4,7,4,6,7,7,9,8,8,10,3,8,6,E
10,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,E
9,4,7,5,5,2,6,6,6,10,7,6,13,1,9,4,C
8,5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,M
8,1,0,2,1,0,7,9,1,2,6,12,8,1,10,0,Y
7,1,3,3,2,1,8,6,3,6,14,5,10,0,7,0,J
8,4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,H
10,5,8,6,6,6,8,5,6,3,7,7,9,4,8,8,E
8,1,9,1,6,2,7,7,0,7,7,6,8,0,8,3,I
7,2,1,3,2,2,9,7,6,5,7,6,6,3,8,3,H
11,5,11,8,8,7,10,7,3,6,10,3,7,4,5,5,R
7,4,7,5,5,3,8,6,2,7,7,6,7,0,9,4,I
4,6,11,8,8,8,8,9,8,5,6,6,8,3,7,8,A
9,2,1,3,1,2,6,6,6,4,7,7,10,6,5,2,M
9,4,7,5,5,5,9,5,5,2,7,6,10,5,10,3,G
8,3,5,4,7,2,7,8,15,1,7,5,8,3,8,0,H
5,3,6,4,4,3,6,11,3,5,11,8,5,3,12,2,T
10,6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,I
8,1,0,2,0,0,8,8,4,6,5,6,7,0,8,7,S
9,6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,I
6,8,13,7,7,3,6,9,3,6,12,5,5,2,8,6,F
5,6,7,6,9,7,8,5,6,3,9,5,11,5,7,7,Q
8,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,Z
8,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,N
8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,I
8,9,13,6,7,4,6,6,7,4,10,7,9,5,9,5,O
